epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1212.92,1.2712,1.57699,1.2911,0.77248,0.73533,0.79435,0.54459,0.99998,1.01496,1.13488,0.000396265,0.000396265,0.000396265
43,1241.14,1.2669,1.56453,1.2844,0.7767,0.73351,0.7967,0.54227,1.03003,1.00694,1.14755,0.000389661,0.000389661,0.000389661
44,1268.93,1.27814,1.58224,1.29399,0.75784,0.73615,0.79374,0.54413,1.02195,1.00621,1.14508,0.000383058,0.000383058,0.000383058
45,1296.59,1.26807,1.55978,1.28693,0.78124,0.74207,0.79938,0.55788,0.9723,0.98092,1.12461,0.000376455,0.000376455,0.000376455
46,1324.65,1.26463,1.54298,1.28169,0.76754,0.73268,0.78919,0.54709,0.9801,0.9988,1.12857,0.000369851,0.000369851,0.000369851
47,1353.26,1.26145,1.57082,1.28766,0.77631,0.74762,0.79947,0.55017,1.00445,0.99291,1.1443,0.000363248,0.000363248,0.000363248
48,1382.44,1.2578,1.54435,1.28543,0.77953,0.74677,0.80957,0.56184,0.98737,0.97514,1.12248,0.000356645,0.000356645,0.000356645
49,1410.51,1.2414,1.54029,1.27242,0.79698,0.7655,0.82294,0.57886,0.96581,0.94861,1.11738,0.000350042,0.000350042,0.000350042
50,1439.07,1.25463,1.5286,1.27541,0.77066,0.74139,0.80408,0.56782,0.96041,0.96681,1.11704,0.000343438,0.000343438,0.000343438
51,1467.83,1.25774,1.53534,1.27872,0.77995,0.74752,0.81156,0.56828,0.97034,0.96481,1.11855,0.000336835,0.000336835,0.000336835
52,1496.29,1.2434,1.53796,1.27451,0.78276,0.74239,0.81363,0.57458,0.94269,0.96412,1.10737,0.000330232,0.000330232,0.000330232
53,1525.19,1.24159,1.53285,1.27458,0.78766,0.76019,0.82345,0.58098,0.94801,0.9493,1.09946,0.000323628,0.000323628,0.000323628
54,1553.21,1.23161,1.51919,1.26766,0.7986,0.75541,0.82332,0.57832,0.94107,0.94103,1.10167,0.000317025,0.000317025,0.000317025
55,1581.25,1.22883,1.50493,1.26365,0.79251,0.76715,0.82316,0.58546,0.92222,0.92877,1.09784,0.000310422,0.000310422,0.000310422
56,1609.24,1.2249,1.50619,1.26369,0.80812,0.7663,0.84079,0.59764,0.9299,0.91347,1.09631,0.000303818,0.000303818,0.000303818
57,1636.9,1.21666,1.48345,1.2561,0.80094,0.7659,0.82999,0.59811,0.90175,0.92965,1.08453,0.000297215,0.000297215,0.000297215
58,1664.49,1.21794,1.50072,1.26017,0.80078,0.76752,0.83156,0.59598,0.91747,0.90798,1.08721,0.000290612,0.000290612,0.000290612
59,1692.48,1.20638,1.48672,1.25169,0.80443,0.7581,0.83513,0.60615,0.8912,0.90543,1.07732,0.000284009,0.000284009,0.000284009
60,1722.26,1.21016,1.48065,1.25581,0.80086,0.7648,0.82864,0.59776,0.90969,0.90663,1.0832,0.000277405,0.000277405,0.000277405
61,1751.31,1.2096,1.47446,1.25413,0.80911,0.7605,0.83996,0.59483,0.94264,0.9123,1.09088,0.000270802,0.000270802,0.000270802
