epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,5788.6,1.02274,1.24001,1.18898,0.92778,0.91014,0.95221,0.8051,0.60605,0.48828,0.95101,0.003169,0.003169,0.003169
71,5868.29,1.01135,1.22364,1.18141,0.92815,0.91237,0.95299,0.80418,0.6084,0.48503,0.95175,0.00307,0.00307,0.00307
72,5948.46,1.01028,1.21272,1.17772,0.93136,0.91039,0.95349,0.80648,0.60354,0.48079,0.94945,0.002971,0.002971,0.002971
73,6028.36,1.0057,1.21822,1.1792,0.92873,0.91257,0.95375,0.80618,0.60502,0.47947,0.9499,0.002872,0.002872,0.002872
74,6107.84,1.00553,1.21188,1.17647,0.92993,0.91385,0.95395,0.80948,0.60079,0.47581,0.94841,0.002773,0.002773,0.002773
75,6187.34,0.99766,1.20667,1.17243,0.93232,0.91479,0.95429,0.81328,0.59229,0.47264,0.94492,0.002674,0.002674,0.002674
76,6267.71,0.99832,1.20833,1.17505,0.93268,0.91747,0.95548,0.81491,0.58786,0.46861,0.9428,0.002575,0.002575,0.002575
77,6347.6,0.99134,1.19653,1.16864,0.93212,0.91904,0.95558,0.81817,0.57966,0.4652,0.93883,0.002476,0.002476,0.002476
78,6427.12,0.98898,1.19636,1.16672,0.93342,0.91909,0.95589,0.8188,0.57973,0.46305,0.93739,0.002377,0.002377,0.002377
79,6507.04,0.98816,1.1889,1.1663,0.93301,0.92041,0.95581,0.81813,0.58375,0.46135,0.938,0.002278,0.002278,0.002278
80,6586.8,0.98283,1.19373,1.16586,0.93221,0.92265,0.95649,0.81874,0.58451,0.4587,0.93778,0.002179,0.002179,0.002179
81,6667.31,0.97786,1.1804,1.16413,0.9336,0.92308,0.95692,0.8179,0.58772,0.45619,0.93862,0.00208,0.00208,0.00208
82,6747.05,0.9791,1.18518,1.16405,0.93493,0.92233,0.95714,0.81877,0.58717,0.4532,0.93794,0.001981,0.001981,0.001981
83,6826.65,0.97198,1.18127,1.15824,0.93605,0.92221,0.95741,0.8203,0.58339,0.45025,0.93682,0.001882,0.001882,0.001882
84,6906.27,0.96772,1.17038,1.1562,0.93526,0.92247,0.95778,0.82289,0.57855,0.44685,0.9339,0.001783,0.001783,0.001783
85,6986.55,0.96406,1.16727,1.15282,0.9343,0.92414,0.95818,0.82381,0.57635,0.44459,0.93265,0.001684,0.001684,0.001684
86,7066.43,0.95828,1.1616,1.1517,0.93687,0.92356,0.95841,0.82538,0.57463,0.44216,0.93192,0.001585,0.001585,0.001585
87,7145.69,0.95472,1.16297,1.15099,0.93693,0.92402,0.95846,0.82476,0.57663,0.44103,0.93222,0.001486,0.001486,0.001486
88,7226.65,0.94825,1.14885,1.14678,0.93874,0.9222,0.95812,0.82436,0.5775,0.43998,0.93191,0.001387,0.001387,0.001387
89,7306.27,0.94968,1.15005,1.14819,0.93672,0.92287,0.95808,0.8241,0.57957,0.43892,0.93211,0.001288,0.001288,0.001288
90,7386.26,0.94683,1.14949,1.14487,0.93589,0.92412,0.95826,0.82453,0.5782,0.43718,0.93123,0.001189,0.001189,0.001189
91,7465.92,0.71455,0.77954,1.01966,0.9393,0.92568,0.95901,0.8277,0.57136,0.43269,0.92699,0.00109,0.00109,0.00109
92,7544.94,0.68618,0.72697,1.00295,0.93905,0.92839,0.95967,0.83163,0.56134,0.42531,0.92158,0.000991,0.000991,0.000991
93,7624.01,0.67265,0.71418,1.00016,0.94117,0.92874,0.96042,0.83569,0.55176,0.41857,0.91647,0.000892,0.000892,0.000892
94,7703.54,0.66184,0.70682,0.99473,0.94129,0.93256,0.96103,0.83953,0.54358,0.41176,0.91223,0.000793,0.000793,0.000793
95,7783.05,0.65084,0.69707,0.98828,0.9426,0.93445,0.96191,0.84263,0.53641,0.40561,0.90835,0.000694,0.000694,0.000694
96,7861.94,0.64852,0.7003,0.99015,0.94237,0.93612,0.96256,0.84534,0.53017,0.39991,0.90501,0.000595,0.000595,0.000595
97,7940.96,0.6359,0.68695,0.98199,0.94408,0.93692,0.9632,0.84838,0.52555,0.39519,0.9022,0.000496,0.000496,0.000496
98,8019.84,0.62681,0.67921,0.97916,0.94481,0.93771,0.96382,0.85041,0.52142,0.39106,0.89972,0.000397,0.000397,0.000397
99,8099.83,0.62156,0.66764,0.97617,0.94575,0.93883,0.96416,0.85211,0.51832,0.38674,0.89777,0.000298,0.000298,0.000298
100,8179.23,0.61592,0.66216,0.97362,0.94703,0.94017,0.96453,0.85373,0.51546,0.38309,0.89606,0.000199,0.000199,0.000199
