epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,277.186,1.25065,1.36638,1.14492,0.35291,0.33101,0.26513,0.14239,1.20266,1.32562,1.16804,0.000173313,0.000173313,0.000173313
75,280.833,1.23956,1.40154,1.15086,0.35035,0.33806,0.25892,0.14469,1.21886,1.31214,1.16259,0.000167125,0.000167125,0.000167125
76,284.475,1.24992,1.38182,1.13599,0.35733,0.32229,0.25584,0.1436,1.17,1.28297,1.147,0.000160938,0.000160938,0.000160938
77,288.154,1.2185,1.37238,1.11775,0.35001,0.32963,0.25669,0.14314,1.15774,1.27847,1.14289,0.00015475,0.00015475,0.00015475
78,291.849,1.18808,1.33686,1.12176,0.37097,0.33737,0.2663,0.14449,1.1694,1.28418,1.14387,0.000148563,0.000148563,0.000148563
79,295.523,1.2771,1.41421,1.14113,0.3693,0.35596,0.27758,0.14549,1.22973,1.29645,1.16225,0.000142375,0.000142375,0.000142375
80,299.212,1.17246,1.32371,1.11498,0.37106,0.35588,0.27599,0.14888,1.19639,1.29179,1.15465,0.000136187,0.000136187,0.000136187
81,302.818,1.22421,1.36162,1.12791,0.36178,0.35966,0.27243,0.14855,1.17356,1.29233,1.14983,0.00013,0.00013,0.00013
82,306.549,1.19828,1.34972,1.11814,0.36378,0.32355,0.2683,0.14972,1.16246,1.2808,1.1449,0.000123812,0.000123812,0.000123812
83,310.222,1.16573,1.31141,1.09466,0.34805,0.34003,0.26987,0.14854,1.20008,1.29062,1.15115,0.000117625,0.000117625,0.000117625
84,313.894,1.19038,1.35779,1.11638,0.3318,0.34757,0.27343,0.15135,1.17662,1.28422,1.14628,0.000111438,0.000111438,0.000111438
85,317.528,1.2134,1.3609,1.11911,0.33299,0.3434,0.27483,0.1519,1.17635,1.28716,1.14809,0.00010525,0.00010525,0.00010525
86,321.231,1.21276,1.34692,1.11901,0.34217,0.34333,0.27874,0.15169,1.16666,1.2872,1.14779,9.90625e-05,9.90625e-05,9.90625e-05
87,324.972,1.16969,1.31725,1.11819,0.36781,0.35429,0.2814,0.15361,1.1616,1.2878,1.14261,9.2875e-05,9.2875e-05,9.2875e-05
88,328.664,1.19761,1.36107,1.13059,0.36466,0.32769,0.27927,0.15237,1.14952,1.27721,1.13936,8.66875e-05,8.66875e-05,8.66875e-05
89,332.25,1.17082,1.34717,1.1207,0.35634,0.33519,0.27843,0.1538,1.14698,1.27259,1.13752,8.05e-05,8.05e-05,8.05e-05
90,335.964,1.17098,1.32893,1.09142,0.35608,0.35096,0.28363,0.15656,1.15859,1.28155,1.13954,7.43125e-05,7.43125e-05,7.43125e-05
91,347.79,1.18063,1.37784,1.09357,0.36899,0.35004,0.28614,0.15599,1.1883,1.28519,1.14393,6.8125e-05,6.8125e-05,6.8125e-05
92,351.498,1.13119,1.33938,1.081,0.36159,0.35322,0.28318,0.15571,1.1719,1.2816,1.13944,6.19375e-05,6.19375e-05,6.19375e-05
93,355.091,1.12685,1.31548,1.0896,0.3381,0.3461,0.27935,0.15421,1.15492,1.28121,1.13584,5.575e-05,5.575e-05,5.575e-05
94,358.747,1.1271,1.32095,1.08433,0.34397,0.33893,0.27758,0.1536,1.14986,1.28849,1.13546,4.95625e-05,4.95625e-05,4.95625e-05
95,362.434,1.10585,1.29024,1.07648,0.35288,0.33743,0.281,0.15455,1.15688,1.29671,1.13366,4.3375e-05,4.3375e-05,4.3375e-05
96,366.111,1.06719,1.29528,1.07241,0.34691,0.33263,0.27905,0.15408,1.1776,1.29835,1.13447,3.71875e-05,3.71875e-05,3.71875e-05
97,369.72,1.0645,1.23701,1.06343,0.34946,0.33599,0.27921,0.1544,1.17158,1.29216,1.13126,3.1e-05,3.1e-05,3.1e-05
98,373.348,1.06356,1.29542,1.06529,0.34413,0.33398,0.28092,0.1569,1.14671,1.27324,1.12397,2.48125e-05,2.48125e-05,2.48125e-05
99,376.969,1.06947,1.29131,1.07033,0.33529,0.34571,0.28251,0.15747,1.13579,1.26531,1.12061,1.8625e-05,1.8625e-05,1.8625e-05
100,380.551,1.03448,1.26992,1.06167,0.33396,0.34729,0.28149,0.15745,1.13784,1.25946,1.11949,1.24375e-05,1.24375e-05,1.24375e-05
