epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,1932.1,1.21298,1.48196,1.24574,0.81344,0.78588,0.85513,0.62431,0.87863,0.87775,1.05376,0.000231182,0.000231182,0.000231182
68,1960.42,1.21156,1.47231,1.24539,0.82526,0.79263,0.86197,0.63076,0.88676,0.85319,1.05457,0.000224579,0.000224579,0.000224579
69,1989.75,1.19451,1.4642,1.23997,0.83567,0.79348,0.8626,0.63535,0.86099,0.8429,1.04317,0.000217976,0.000217976,0.000217976
70,2018.77,1.1937,1.45212,1.23712,0.83407,0.79841,0.86502,0.63947,0.85334,0.83551,1.04307,0.000211372,0.000211372,0.000211372
71,2047.33,1.19581,1.45632,1.23903,0.83595,0.79659,0.8667,0.63904,0.8623,0.82711,1.04185,0.000204769,0.000204769,0.000204769
72,2075.85,1.19468,1.46087,1.24191,0.83808,0.79026,0.86612,0.64142,0.85917,0.82876,1.03735,0.000198166,0.000198166,0.000198166
73,2104.09,1.17834,1.43746,1.22843,0.84263,0.79487,0.86948,0.64841,0.83966,0.81638,1.03117,0.000191562,0.000191562,0.000191562
74,2132.25,1.18431,1.43679,1.23318,0.84658,0.7933,0.8685,0.64121,0.85104,0.83503,1.03742,0.000184959,0.000184959,0.000184959
75,2160.79,1.1784,1.45217,1.23092,0.84578,0.79306,0.86899,0.64241,0.8547,0.83067,1.03846,0.000178356,0.000178356,0.000178356
76,2189.2,1.18147,1.43792,1.23471,0.8427,0.79913,0.87038,0.65101,0.83753,0.81336,1.02971,0.000171752,0.000171752,0.000171752
77,2217.66,1.17488,1.43214,1.22905,0.84837,0.79624,0.87131,0.64862,0.8379,0.81191,1.0254,0.000165149,0.000165149,0.000165149
78,2245.85,1.17385,1.4213,1.22257,0.85156,0.80151,0.87466,0.64937,0.84159,0.81226,1.02736,0.000158546,0.000158546,0.000158546
79,2273.86,1.16523,1.42299,1.22339,0.84419,0.80242,0.87503,0.65066,0.84722,0.80844,1.02991,0.000151943,0.000151943,0.000151943
80,2302.14,1.16911,1.42189,1.22105,0.85152,0.80089,0.87587,0.65218,0.84092,0.80258,1.02688,0.000145339,0.000145339,0.000145339
81,2331.16,1.17513,1.44566,1.23015,0.84046,0.79061,0.87092,0.6511,0.8317,0.81255,1.02356,0.000138736,0.000138736,0.000138736
82,2361.22,1.15415,1.40214,1.21588,0.83765,0.80125,0.87251,0.65456,0.83012,0.80366,1.0196,0.000132133,0.000132133,0.000132133
83,2389.8,1.16051,1.42235,1.22084,0.84259,0.79779,0.87372,0.65591,0.83112,0.8115,1.01989,0.000125529,0.000125529,0.000125529
84,2418.56,1.16107,1.41189,1.21807,0.84942,0.79877,0.87853,0.65606,0.83349,0.81154,1.02083,0.000118926,0.000118926,0.000118926
85,2447.33,1.1501,1.40925,1.21513,0.85357,0.80257,0.88087,0.65974,0.82832,0.80387,1.01458,0.000112323,0.000112323,0.000112323
86,2476.02,1.15936,1.41413,1.21791,0.8589,0.79534,0.87951,0.65329,0.84849,0.805,1.02313,0.00010572,0.00010572,0.00010572
87,2504.58,1.13598,1.38681,1.20467,0.85918,0.79997,0.8804,0.65651,0.84316,0.79081,1.02188,9.91162e-05,9.91162e-05,9.91162e-05
88,2532.8,1.14618,1.39694,1.2115,0.85463,0.81215,0.886,0.66388,0.82687,0.78103,1.01403,9.25129e-05,9.25129e-05,9.25129e-05
89,2561.11,1.15053,1.40701,1.21493,0.85934,0.80629,0.88192,0.66634,0.81359,0.78655,1.0106,8.59096e-05,8.59096e-05,8.59096e-05
90,2589.48,1.14745,1.41061,1.21584,0.85592,0.80752,0.88133,0.66053,0.82604,0.78862,1.01203,7.93063e-05,7.93063e-05,7.93063e-05
91,2618.21,0.94612,1.09359,1.09652,0.87035,0.8154,0.89323,0.6861,0.77554,0.75142,0.98277,7.2703e-05,7.2703e-05,7.2703e-05
92,2646.07,0.91528,1.04054,1.07769,0.87839,0.82561,0.9044,0.70156,0.75733,0.7187,0.9702,6.60997e-05,6.60997e-05,6.60997e-05
93,2673.99,0.90764,1.01758,1.07232,0.8945,0.82947,0.91225,0.71404,0.74075,0.6953,0.9595,5.94964e-05,5.94964e-05,5.94964e-05
94,2703.05,0.88827,0.99416,1.06061,0.89512,0.83503,0.91559,0.71777,0.73853,0.67917,0.95711,5.28931e-05,5.28931e-05,5.28931e-05
95,2732.4,0.88793,0.98996,1.06046,0.89538,0.83587,0.91767,0.72466,0.72516,0.67251,0.9511,4.62898e-05,4.62898e-05,4.62898e-05
96,2760.85,0.87706,0.98058,1.05461,0.89541,0.83803,0.91876,0.72889,0.71775,0.66395,0.94684,3.96865e-05,3.96865e-05,3.96865e-05
97,2789.39,0.86674,0.95775,1.04623,0.89497,0.84686,0.92106,0.73095,0.71788,0.65442,0.94384,3.30832e-05,3.30832e-05,3.30832e-05
98,2817.73,0.87452,0.96671,1.05232,0.89761,0.84328,0.92175,0.73255,0.71669,0.65086,0.94188,2.64799e-05,2.64799e-05,2.64799e-05
99,2846.38,0.86534,0.96416,1.05102,0.90165,0.84356,0.92233,0.73312,0.71761,0.64945,0.94266,1.98766e-05,1.98766e-05,1.98766e-05
100,2875.16,0.86438,0.96626,1.05169,0.90288,0.84765,0.92411,0.73585,0.71218,0.64356,0.94065,1.32733e-05,1.32733e-05,1.32733e-05
