epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1238.39,0.45059,0.32251,0.83692,0.99663,0.99524,0.99421,0.97018,0.31301,0.22032,0.79979,0.000371313,0.000371313,0.000371313
43,1268.65,0.44792,0.31824,0.83512,0.99668,0.99538,0.9943,0.96898,0.32394,0.22422,0.80157,0.000365125,0.000365125,0.000365125
44,1297.66,0.44285,0.31895,0.83573,0.99662,0.99553,0.99432,0.9707,0.31239,0.21931,0.80008,0.000358938,0.000358938,0.000358938
45,1326.11,0.44365,0.31725,0.83536,0.99662,0.9958,0.99428,0.96988,0.31192,0.21946,0.79982,0.00035275,0.00035275,0.00035275
46,1354.7,0.44169,0.31416,0.83356,0.99602,0.99578,0.99432,0.97064,0.30905,0.21587,0.79851,0.000346563,0.000346563,0.000346563
47,1383.22,0.43724,0.31345,0.83438,0.99765,0.99518,0.99424,0.97058,0.30878,0.2152,0.79775,0.000340375,0.000340375,0.000340375
48,1412.19,0.43532,0.31079,0.83435,0.99804,0.99479,0.99418,0.97218,0.30253,0.21244,0.79758,0.000334188,0.000334188,0.000334188
49,1440.88,0.43114,0.30832,0.83225,0.99829,0.99427,0.99442,0.97199,0.30896,0.21408,0.79762,0.000328,0.000328,0.000328
50,1469.82,0.43798,0.30964,0.83306,0.99774,0.99552,0.99433,0.97378,0.29917,0.20821,0.79689,0.000321812,0.000321812,0.000321812
51,1498.88,0.431,0.30884,0.83157,0.99718,0.99587,0.99435,0.9731,0.30095,0.20926,0.79672,0.000315625,0.000315625,0.000315625
52,1527.59,0.42992,0.30712,0.83307,0.99787,0.99534,0.99434,0.97291,0.30141,0.20962,0.796,0.000309437,0.000309437,0.000309437
53,1556.34,0.42643,0.30609,0.83207,0.99794,0.99566,0.99438,0.97419,0.30189,0.20941,0.79694,0.00030325,0.00030325,0.00030325
54,1585.08,0.4238,0.30356,0.83106,0.99783,0.99618,0.99439,0.97391,0.29827,0.2077,0.79608,0.000297063,0.000297063,0.000297063
55,1614.75,0.42381,0.30257,0.82981,0.99843,0.99569,0.9944,0.97406,0.30161,0.20665,0.79694,0.000290875,0.000290875,0.000290875
56,1645.08,0.42268,0.30327,0.83102,0.99765,0.99615,0.99439,0.97369,0.29642,0.20501,0.79646,0.000284688,0.000284688,0.000284688
57,1673.63,0.41773,0.29941,0.82872,0.99814,0.99626,0.99441,0.97483,0.2969,0.20518,0.79567,0.0002785,0.0002785,0.0002785
58,1702.49,0.41889,0.29854,0.82991,0.99872,0.99607,0.99442,0.9755,0.29677,0.20483,0.79543,0.000272313,0.000272313,0.000272313
59,1731.17,0.41711,0.29699,0.82819,0.99862,0.99509,0.99444,0.97476,0.29099,0.20187,0.79403,0.000266125,0.000266125,0.000266125
60,1759.96,0.4124,0.29653,0.82813,0.99704,0.99624,0.99443,0.97547,0.29006,0.20102,0.79445,0.000259938,0.000259938,0.000259938
61,1788.92,0.41342,0.29556,0.82804,0.99762,0.99584,0.99441,0.97567,0.29037,0.20099,0.79425,0.00025375,0.00025375,0.00025375
62,1817.54,0.40954,0.29401,0.82736,0.99831,0.99524,0.99439,0.97458,0.29188,0.20023,0.79368,0.000247563,0.000247563,0.000247563
63,1846.2,0.41287,0.29416,0.82678,0.99837,0.99536,0.99443,0.97625,0.29031,0.20031,0.79362,0.000241375,0.000241375,0.000241375
64,1875.23,0.40387,0.29049,0.8266,0.99852,0.99545,0.99436,0.97628,0.286,0.19853,0.79275,0.000235188,0.000235188,0.000235188
65,1904.09,0.40696,0.29139,0.82746,0.9977,0.99564,0.99448,0.97669,0.28884,0.19912,0.79297,0.000229,0.000229,0.000229
66,1932.5,0.4049,0.29046,0.82603,0.99817,0.99552,0.99449,0.97696,0.28643,0.19742,0.79277,0.000222813,0.000222813,0.000222813
67,1961.73,0.40204,0.28903,0.82505,0.99846,0.99555,0.99446,0.97752,0.2869,0.19729,0.79248,0.000216625,0.000216625,0.000216625
68,1992.48,0.40169,0.28688,0.82578,0.9983,0.9962,0.99447,0.97757,0.28515,0.19607,0.79255,0.000210437,0.000210437,0.000210437
69,2021.41,0.40111,0.2881,0.82524,0.99786,0.99666,0.99448,0.97743,0.28561,0.19607,0.79251,0.00020425,0.00020425,0.00020425
70,2050.46,0.39717,0.28543,0.8254,0.99852,0.99612,0.99446,0.97696,0.28271,0.19486,0.79197,0.000198063,0.000198063,0.000198063
71,2079.53,0.39786,0.28651,0.82537,0.99865,0.99561,0.99446,0.97769,0.28044,0.1947,0.79139,0.000191875,0.000191875,0.000191875
72,2108.4,0.39339,0.28412,0.82516,0.99856,0.99579,0.99451,0.9774,0.28232,0.19372,0.79147,0.000185688,0.000185688,0.000185688
73,2137.13,0.39631,0.28321,0.8241,0.99835,0.99635,0.99452,0.97802,0.27981,0.19284,0.79118,0.0001795,0.0001795,0.0001795
